"","Order.Date","date.var","Year","Month","Ship.Mode","Customer.Name","Segment","City","State","Category","Sub.Category","Sales"
"4611",2018-11-09,5,"2018","Nov","Standard Class","Joel Eaton","Consumer","Oceanside","California","Furniture","Furnishings",47.12
"4612",2017-01-24,2,"2017","Jan","Second Class","Henry Goldwyn","Corporate","Gulfport","Mississippi","Office Supplies","Binders",31.36
"4613",2017-12-31,6,"2018","Jan","Standard Class","Emily Phan","Consumer","Jacksonville","Florida","Office Supplies","Art",47.616
"4614",2017-12-31,6,"2018","Jan","Standard Class","Emily Phan","Consumer","Jacksonville","Florida","Office Supplies","Paper",23.48
"4615",2017-09-05,5,"2017","Sep","Standard Class","Gary Hansen","Home Office","Houston","Texas","Office Supplies","Appliances",62.79
"4616",2017-09-05,5,"2017","Sep","Standard Class","Gary Hansen","Home Office","Houston","Texas","Office Supplies","Fasteners",28.44
"4617",2016-09-04,3,"2016","Sep","Second Class","David Smith","Corporate","Houston","Texas","Technology","Accessories",134.376
"4618",2016-09-21,5,"2016","Sep","Standard Class","Tracy Hopkins","Home Office","Everett","Massachusetts","Technology","Phones",589.9
"4619",2016-09-21,5,"2016","Sep","Standard Class","Tracy Hopkins","Home Office","Everett","Massachusetts","Furniture","Chairs",542.94
"4620",2018-12-24,1,"2018","Dec","First Class","Robert Marley","Home Office","Los Angeles","California","Technology","Copiers",2879.952
"4621",2018-12-24,1,"2018","Dec","First Class","Robert Marley","Home Office","Los Angeles","California","Office Supplies","Binders",90.48
"4622",2016-10-05,3,"2016","Oct","Second Class","Sylvia Foulston","Corporate","Wilmington","Delaware","Office Supplies","Storage",77.55
"4623",2018-09-09,5,"2018","Sep","Standard Class","Sean O'Donnell","Consumer","Columbia","Tennessee","Office Supplies","Supplies",8.832
"4624",2018-09-09,5,"2018","Sep","Standard Class","Sean O'Donnell","Consumer","Columbia","Tennessee","Office Supplies","Paper",177.536
"4625",2018-09-09,5,"2018","Sep","Standard Class","Sean O'Donnell","Consumer","Columbia","Tennessee","Office Supplies","Storage",258.48
"4626",2018-09-09,5,"2018","Sep","Standard Class","Sean O'Donnell","Consumer","Columbia","Tennessee","Furniture","Furnishings",14.136
"4627",2017-11-13,5,"2017","Nov","Standard Class","Cyma Kinney","Corporate","New York City","New York","Office Supplies","Storage",77.55
"4628",2017-11-13,5,"2017","Nov","Standard Class","Cyma Kinney","Corporate","New York City","New York","Office Supplies","Storage",24.88
"4629",2017-11-13,5,"2017","Nov","Standard Class","Cyma Kinney","Corporate","New York City","New York","Office Supplies","Art",140.75
"4630",2017-11-13,5,"2017","Nov","Standard Class","Cyma Kinney","Corporate","New York City","New York","Office Supplies","Storage",36.63
"4631",2016-10-15,0,"2016","Oct","Same Day","Guy Armstrong","Consumer","Mount Pleasant","Michigan","Furniture","Furnishings",17.14
"4632",2018-08-03,5,"2018","Aug","Second Class","Bruce Degenhardt","Consumer","San Francisco","California","Office Supplies","Labels",51.75
"4633",2018-08-03,5,"2018","Aug","Second Class","Bruce Degenhardt","Consumer","San Francisco","California","Furniture","Furnishings",123.96
"4634",2016-08-21,5,"2016","Aug","Standard Class","David Smith","Corporate","San Francisco","California","Furniture","Bookcases",586.398
"4635",2016-08-21,5,"2016","Aug","Standard Class","David Smith","Corporate","San Francisco","California","Office Supplies","Storage",80.98
"4636",2018-03-12,5,"2018","Mar","Standard Class","Bill Stewart","Corporate","San Francisco","California","Office Supplies","Storage",242.94
"4637",2018-04-27,2,"2018","Apr","First Class","Arthur Prichep","Consumer","Los Angeles","California","Office Supplies","Art",123.92
"4638",2018-04-27,2,"2018","Apr","First Class","Arthur Prichep","Consumer","Los Angeles","California","Office Supplies","Art",12.39
"4639",2018-04-27,2,"2018","Apr","First Class","Arthur Prichep","Consumer","Los Angeles","California","Office Supplies","Art",47.3
"4640",2017-09-11,5,"2017","Sep","Standard Class","Jill Fjeld","Consumer","Newport News","Virginia","Technology","Copiers",1599.92
"4641",2017-09-11,5,"2017","Sep","Standard Class","Jill Fjeld","Consumer","Newport News","Virginia","Office Supplies","Envelopes",11.09
"4642",2018-10-22,2,"2018","Oct","Second Class","Helen Abelman","Consumer","Fort Collins","Colorado","Office Supplies","Binders",3.168
"4643",2018-10-22,2,"2018","Oct","Second Class","Helen Abelman","Consumer","Fort Collins","Colorado","Furniture","Chairs",579.136
"4644",2016-08-02,4,"2016","Aug","Standard Class","Corey-Lock","Consumer","Seattle","Washington","Office Supplies","Binders",6.368
"4645",2016-08-02,4,"2016","Aug","Standard Class","Corey-Lock","Consumer","Seattle","Washington","Technology","Machines",558.4
"4646",2017-08-12,4,"2017","Aug","Standard Class","Becky Castell","Home Office","New York City","New York","Furniture","Chairs",145.764
"4647",2015-05-30,6,"2015","Jun","Standard Class","Ellis Ballard","Corporate","Richmond","Virginia","Office Supplies","Paper",13.62
"4648",2017-04-26,5,"2017","May","Standard Class","Dennis Bolton","Home Office","New York City","New York","Furniture","Chairs",434.646
"4649",2018-05-14,5,"2018","May","Standard Class","Ken Black","Corporate","Seattle","Washington","Office Supplies","Paper",440.19
"4650",2018-05-14,5,"2018","May","Standard Class","Ken Black","Corporate","Seattle","Washington","Office Supplies","Supplies",64.4
"4651",2018-04-08,4,"2018","Apr","Standard Class","Adrian Hane","Home Office","San Francisco","California","Office Supplies","Paper",244.55
"4652",2018-04-08,4,"2018","Apr","Standard Class","Adrian Hane","Home Office","San Francisco","California","Office Supplies","Paper",195.76
"4653",2018-02-17,6,"2018","Feb","Standard Class","Gary Hansen","Home Office","Perth Amboy","New Jersey","Office Supplies","Paper",11.76
"4654",2018-02-17,6,"2018","Feb","Standard Class","Gary Hansen","Home Office","Perth Amboy","New Jersey","Office Supplies","Storage",166.45
"4655",2018-06-24,2,"2018","Jun","Second Class","Kean Thornton","Consumer","San Francisco","California","Office Supplies","Fasteners",2.88
"4656",2015-05-05,5,"2015","May","Standard Class","Katharine Harms","Corporate","Freeport","Illinois","Office Supplies","Storage",45.248
"4657",2016-05-03,4,"2016","May","Standard Class","Stewart Visinsky","Consumer","Philadelphia","Pennsylvania","Office Supplies","Art",59.904
"4658",2016-05-03,4,"2016","May","Standard Class","Stewart Visinsky","Consumer","Philadelphia","Pennsylvania","Office Supplies","Appliances",23.696
"4659",2016-05-03,4,"2016","May","Standard Class","Stewart Visinsky","Consumer","Philadelphia","Pennsylvania","Office Supplies","Paper",7.968
"4660",2016-05-03,4,"2016","May","Standard Class","Stewart Visinsky","Consumer","Philadelphia","Pennsylvania","Office Supplies","Appliances",18.2
"4661",2016-05-03,4,"2016","May","Standard Class","Stewart Visinsky","Consumer","Philadelphia","Pennsylvania","Technology","Accessories",27.552
"4662",2016-05-03,4,"2016","May","Standard Class","Stewart Visinsky","Consumer","Philadelphia","Pennsylvania","Furniture","Chairs",844.116
"4663",2016-05-03,4,"2016","May","Standard Class","Stewart Visinsky","Consumer","Philadelphia","Pennsylvania","Office Supplies","Storage",76.752
"4664",2017-09-18,4,"2017","Sep","Standard Class","Patrick O'Brill","Consumer","Jacksonville","Florida","Office Supplies","Labels",3
"4665",2017-09-22,4,"2017","Sep","Standard Class","Amy Cox","Consumer","Pembroke Pines","Florida","Office Supplies","Binders",7.506
"4666",2017-09-22,4,"2017","Sep","Standard Class","Amy Cox","Consumer","Pembroke Pines","Florida","Office Supplies","Labels",16.56
"4667",2017-01-10,7,"2017","Jan","Standard Class","Ken Black","Corporate","Seattle","Washington","Furniture","Furnishings",79.92
"4668",2017-01-10,7,"2017","Jan","Standard Class","Ken Black","Corporate","Seattle","Washington","Technology","Accessories",69.98
"4669",2018-05-06,5,"2018","May","Standard Class","Dorothy Badders","Corporate","Fort Worth","Texas","Office Supplies","Binders",11.06
"4670",2018-05-06,5,"2018","May","Standard Class","Dorothy Badders","Corporate","Fort Worth","Texas","Furniture","Bookcases",623.4648
"4671",2018-05-06,5,"2018","May","Standard Class","Dorothy Badders","Corporate","Fort Worth","Texas","Office Supplies","Storage",772.68
"4672",2017-07-31,6,"2017","Aug","Standard Class","Ken Lonsdale","Consumer","Detroit","Michigan","Office Supplies","Appliances",283.14
"4673",2017-07-31,6,"2017","Aug","Standard Class","Ken Lonsdale","Consumer","Detroit","Michigan","Technology","Phones",635.96
"4674",2017-07-31,6,"2017","Aug","Standard Class","Ken Lonsdale","Consumer","Detroit","Michigan","Technology","Phones",118.99
"4675",2017-07-31,6,"2017","Aug","Standard Class","Ken Lonsdale","Consumer","Detroit","Michigan","Furniture","Furnishings",272.94
"4676",2018-03-27,2,"2018","Mar","Second Class","Alejandro Grove","Consumer","Philadelphia","Pennsylvania","Furniture","Furnishings",15.008
"4677",2015-03-14,5,"2015","Mar","Standard Class","Jason Fortune-","Consumer","Logan","Utah","Office Supplies","Binders",33.088
"4678",2015-03-14,5,"2015","Mar","Standard Class","Jason Fortune-","Consumer","Logan","Utah","Office Supplies","Storage",80.98
"4679",2015-03-14,5,"2015","Mar","Standard Class","Jason Fortune-","Consumer","Logan","Utah","Technology","Accessories",82.8
"4680",2015-03-14,5,"2015","Mar","Standard Class","Jason Fortune-","Consumer","Logan","Utah","Office Supplies","Storage",21.36
"4681",2015-03-14,5,"2015","Mar","Standard Class","Jason Fortune-","Consumer","Logan","Utah","Office Supplies","Binders",62.048
"4682",2017-07-14,4,"2017","Jul","Second Class","Richard Eichhorn","Consumer","Auburn","New York","Office Supplies","Fasteners",29.61
"4683",2017-12-01,0,"2017","Dec","Same Day","Mike Vittorini","Consumer","Raleigh","North Carolina","Technology","Phones",863.928
"4684",2017-08-29,5,"2017","Sep","Standard Class","George Bell","Corporate","Philadelphia","Pennsylvania","Furniture","Tables",241.92
"4685",2017-08-29,5,"2017","Sep","Standard Class","George Bell","Corporate","Philadelphia","Pennsylvania","Furniture","Bookcases",163.88
"4686",2017-08-29,5,"2017","Sep","Standard Class","George Bell","Corporate","Philadelphia","Pennsylvania","Office Supplies","Binders",3.486
"4687",2017-08-29,5,"2017","Sep","Standard Class","George Bell","Corporate","Philadelphia","Pennsylvania","Office Supplies","Fasteners",10.584
"4688",2017-06-24,6,"2017","Jun","Standard Class","Hunter Lopez","Consumer","Richmond","Indiana","Technology","Phones",440.91
"4689",2018-03-30,4,"2018","Apr","Standard Class","Becky Pak","Consumer","Lancaster","Pennsylvania","Office Supplies","Binders",5.715
"4690",2015-12-20,2,"2015","Dec","First Class","Carol Triggs","Consumer","Tucson","Arizona","Furniture","Furnishings",51.968
"4691",2015-12-20,2,"2015","Dec","First Class","Carol Triggs","Consumer","Tucson","Arizona","Technology","Accessories",71.976
"4692",2015-12-20,2,"2015","Dec","First Class","Carol Triggs","Consumer","Tucson","Arizona","Furniture","Chairs",242.352
"4693",2015-12-20,2,"2015","Dec","First Class","Carol Triggs","Consumer","Tucson","Arizona","Office Supplies","Paper",221.92
"4694",2015-12-20,2,"2015","Dec","First Class","Carol Triggs","Consumer","Tucson","Arizona","Office Supplies","Paper",8.448
"4695",2016-12-17,0,"2016","Dec","Same Day","John Lee","Consumer","Detroit","Michigan","Office Supplies","Binders",29.52
"4696",2016-12-17,0,"2016","Dec","Same Day","John Lee","Consumer","Detroit","Michigan","Furniture","Chairs",302.94
"4697",2016-12-17,0,"2016","Dec","Same Day","John Lee","Consumer","Detroit","Michigan","Furniture","Chairs",142.36
"4698",2016-12-17,0,"2016","Dec","Same Day","John Lee","Consumer","Detroit","Michigan","Furniture","Chairs",546.66
"4699",2016-12-17,0,"2016","Dec","Same Day","John Lee","Consumer","Detroit","Michigan","Furniture","Furnishings",212.13
"4700",2018-05-11,6,"2018","May","Standard Class","Julie Kriz","Home Office","Austin","Texas","Office Supplies","Art",5.248
"4701",2018-05-11,6,"2018","May","Standard Class","Julie Kriz","Home Office","Austin","Texas","Office Supplies","Storage",74.416
"4702",2018-05-11,6,"2018","May","Standard Class","Julie Kriz","Home Office","Austin","Texas","Office Supplies","Paper",6.848
"4703",2018-05-11,6,"2018","May","Standard Class","Julie Kriz","Home Office","Austin","Texas","Furniture","Furnishings",7.996
"4704",2017-06-24,4,"2017","Jun","Standard Class","Dave Hallsten","Corporate","Houston","Texas","Office Supplies","Appliances",8.712
"4705",2017-05-17,1,"2017","May","First Class","Arthur Gainer","Consumer","Waterbury","Connecticut","Office Supplies","Supplies",65.17
"4706",2017-05-17,1,"2017","May","First Class","Arthur Gainer","Consumer","Waterbury","Connecticut","Office Supplies","Labels",14.62
"4707",2017-05-17,1,"2017","May","First Class","Arthur Gainer","Consumer","Waterbury","Connecticut","Furniture","Furnishings",173.24
"4708",2018-06-29,1,"2018","Jun","First Class","William Brown","Consumer","Los Angeles","California","Office Supplies","Binders",895.92
"4709",2018-06-29,1,"2018","Jun","First Class","William Brown","Consumer","Los Angeles","California","Office Supplies","Storage",130.71
"4710",2018-06-29,1,"2018","Jun","First Class","William Brown","Consumer","Los Angeles","California","Office Supplies","Art",11.68
"4711",2018-06-29,1,"2018","Jun","First Class","William Brown","Consumer","Los Angeles","California","Technology","Accessories",62.31
"4712",2015-03-31,0,"2015","Mar","Same Day","Jas O'Carroll","Consumer","Philadelphia","Pennsylvania","Office Supplies","Binders",0.852
"4713",2015-12-16,5,"2015","Dec","Standard Class","Ed Jacobs","Consumer","Huntsville","Texas","Office Supplies","Paper",36.288
"4714",2015-12-16,5,"2015","Dec","Standard Class","Ed Jacobs","Consumer","Huntsville","Texas","Furniture","Furnishings",56.568
"4715",2018-05-18,2,"2018","May","First Class","Adrian Barton","Consumer","Portland","Oregon","Technology","Phones",344.704
"4716",2016-05-12,4,"2016","May","Standard Class","Larry Tron","Consumer","Louisville","Colorado","Technology","Phones",201.584
"4717",2018-12-03,4,"2018","Dec","Second Class","Corinna Mitchell","Home Office","Seattle","Washington","Furniture","Tables",521.96
"4718",2016-12-12,5,"2016","Dec","Standard Class","Eric Murdock","Consumer","Baltimore","Maryland","Office Supplies","Art",8.22
"4719",2016-10-10,1,"2016","Oct","First Class","Denny Joy","Corporate","San Francisco","California","Office Supplies","Paper",45.36
"4720",2016-04-18,2,"2016","Apr","Second Class","Deanra Eno","Home Office","Los Angeles","California","Office Supplies","Storage",947.17
"4721",2016-04-18,2,"2016","Apr","Second Class","Deanra Eno","Home Office","Los Angeles","California","Office Supplies","Paper",61.96
"4722",2015-06-07,4,"2015","Jun","Second Class","Nick Radford","Consumer","Aurora","Illinois","Furniture","Tables",268.935
"4723",2018-09-01,6,"2018","Sep","Standard Class","Christine Kargatis","Home Office","Seattle","Washington","Office Supplies","Art",7.58
"4724",2017-05-22,0,"2017","May","Same Day","Jeremy Farry","Consumer","Athens","Georgia","Office Supplies","Labels",14.73
"4725",2017-11-11,4,"2017","Nov","Standard Class","Laurel Beltran","Home Office","Apopka","Florida","Office Supplies","Binders",9.888
"4726",2017-11-11,4,"2017","Nov","Standard Class","Laurel Beltran","Home Office","Apopka","Florida","Office Supplies","Appliances",671.544
"4727",2015-11-25,4,"2015","Nov","Second Class","Mike Pelletier","Home Office","New York City","New York","Office Supplies","Storage",1117.92
"4728",2015-11-25,4,"2015","Nov","Second Class","Mike Pelletier","Home Office","New York City","New York","Furniture","Bookcases",275.952
"4729",2015-11-07,5,"2015","Nov","Standard Class","Lena Hernandez","Consumer","San Francisco","California","Office Supplies","Binders",123.144
"4730",2017-07-18,5,"2017","Jul","Second Class","Susan Vittorini","Consumer","Dallas","Texas","Technology","Accessories",15.576
"4731",2016-03-29,2,"2016","Mar","Second Class","Richard Bierner","Consumer","San Diego","California","Office Supplies","Paper",212.64
"4732",2016-03-29,2,"2016","Mar","Second Class","Richard Bierner","Consumer","San Diego","California","Office Supplies","Paper",9.87
"4733",2016-03-29,2,"2016","Mar","Second Class","Richard Bierner","Consumer","San Diego","California","Technology","Accessories",53.25
"4734",2016-03-29,2,"2016","Mar","Second Class","Richard Bierner","Consumer","San Diego","California","Furniture","Furnishings",19.92
"4735",2017-04-07,5,"2017","Apr","Standard Class","Dorris liebe","Corporate","New York City","New York","Furniture","Chairs",658.746
"4736",2016-06-13,6,"2016","Jun","Standard Class","Penelope Sewall","Home Office","Lewiston","Maine","Office Supplies","Binders",8.26
"4737",2016-06-13,6,"2016","Jun","Standard Class","Penelope Sewall","Home Office","Lewiston","Maine","Office Supplies","Binders",29.84
"4738",2016-06-13,6,"2016","Jun","Standard Class","Penelope Sewall","Home Office","Lewiston","Maine","Technology","Accessories",67.98
"4739",2016-02-18,6,"2016","Feb","Standard Class","Guy Thornton","Consumer","Long Beach","California","Office Supplies","Labels",61.06
"4740",2016-02-18,6,"2016","Feb","Standard Class","Guy Thornton","Consumer","Long Beach","California","Furniture","Tables",35.544
"4741",2018-11-12,4,"2018","Nov","Standard Class","Christine Sundaresam","Consumer","Seattle","Washington","Office Supplies","Labels",9.96
"4742",2018-11-12,4,"2018","Nov","Standard Class","Christine Sundaresam","Consumer","Seattle","Washington","Office Supplies","Art",9.21
"4743",2018-11-12,4,"2018","Nov","Standard Class","Christine Sundaresam","Consumer","Seattle","Washington","Office Supplies","Supplies",27.93
"4744",2018-03-05,0,"2018","Mar","Same Day","Julia Dunbar","Consumer","Rochester","Minnesota","Office Supplies","Fasteners",7.9
"4745",2018-03-05,0,"2018","Mar","Same Day","Julia Dunbar","Consumer","Rochester","Minnesota","Office Supplies","Storage",221.16
"4746",2018-03-05,0,"2018","Mar","Same Day","Julia Dunbar","Consumer","Rochester","Minnesota","Office Supplies","Binders",127.96
"4747",2018-03-05,0,"2018","Mar","Same Day","Julia Dunbar","Consumer","Rochester","Minnesota","Office Supplies","Binders",18.69
"4748",2017-03-03,0,"2017","Mar","Same Day","Theresa Swint","Corporate","San Francisco","California","Office Supplies","Supplies",25.35
"4749",2017-03-03,0,"2017","Mar","Same Day","Theresa Swint","Corporate","San Francisco","California","Furniture","Furnishings",35.28
"4750",2017-12-24,1,"2017","Dec","First Class","Benjamin Venier","Corporate","Seattle","Washington","Office Supplies","Paper",33.4
"4751",2017-10-07,2,"2017","Oct","First Class","Dionis Lloyd","Corporate","Spokane","Washington","Technology","Machines",837.6
"4752",2017-12-09,4,"2017","Dec","Standard Class","Emily Burns","Consumer","Franklin","Tennessee","Technology","Phones",40.68
"4753",2018-11-20,4,"2018","Nov","Standard Class","Erica Smith","Consumer","Jackson","Tennessee","Furniture","Chairs",209.568
"4754",2016-12-12,4,"2016","Dec","Standard Class","Joni Blumstein","Consumer","Austin","Texas","Technology","Accessories",22.368
"4755",2018-02-03,5,"2018","Feb","Standard Class","Shahid Collister","Consumer","Pembroke Pines","Florida","Office Supplies","Binders",3.882
"4756",2018-02-03,5,"2018","Feb","Standard Class","Shahid Collister","Consumer","Pembroke Pines","Florida","Office Supplies","Paper",115.296
"4757",2018-09-21,4,"2018","Sep","Standard Class","Emily Burns","Consumer","Philadelphia","Pennsylvania","Office Supplies","Binders",1.908
"4758",2018-04-30,5,"2018","May","Standard Class","Tony Chapman","Home Office","Danville","Illinois","Office Supplies","Binders",43.372
"4759",2015-11-03,4,"2015","Nov","Standard Class","Speros Goranitis","Consumer","New York City","New York","Technology","Phones",783.96
"4760",2015-11-03,4,"2015","Nov","Standard Class","Speros Goranitis","Consumer","New York City","New York","Office Supplies","Binders",48.896
"4761",2015-11-03,4,"2015","Nov","Standard Class","Speros Goranitis","Consumer","New York City","New York","Office Supplies","Binders",7.856
"4762",2017-12-30,5,"2018","Jan","Standard Class","Bryan Mills","Consumer","Columbus","Ohio","Office Supplies","Labels",5.904
"4763",2017-12-30,5,"2018","Jan","Standard Class","Bryan Mills","Consumer","Columbus","Ohio","Office Supplies","Supplies",13.712
"4764",2015-09-17,4,"2015","Sep","Standard Class","Nick Radford","Consumer","Chula Vista","California","Office Supplies","Envelopes",182.94
"4765",2018-11-24,3,"2018","Nov","First Class","Patrick Gardner","Consumer","San Francisco","California","Office Supplies","Art",27.76
"4766",2016-04-24,4,"2016","Apr","Standard Class","Deborah Brumfield","Home Office","New York City","New York","Office Supplies","Art",25.99
"4767",2016-03-09,3,"2016","Mar","First Class","Noel Staavos","Corporate","San Antonio","Texas","Technology","Accessories",113.52
"4768",2016-03-09,3,"2016","Mar","First Class","Noel Staavos","Corporate","San Antonio","Texas","Technology","Phones",359.88
"4769",2018-06-02,1,"2018","Jun","Same Day","Cari Schnelling","Consumer","Jacksonville","North Carolina","Office Supplies","Paper",25.344
"4770",2017-09-19,5,"2017","Sep","Second Class","Chuck Clark","Home Office","San Francisco","California","Office Supplies","Binders",11.952
"4771",2017-09-19,5,"2017","Sep","Second Class","Chuck Clark","Home Office","San Francisco","California","Office Supplies","Supplies",6.24
"4772",2015-10-31,3,"2015","Nov","Second Class","Amy Cox","Consumer","Avondale","Arizona","Technology","Phones",742.336
"4773",2018-11-23,4,"2018","Nov","Standard Class","Christopher Martinez","Consumer","Chicago","Illinois","Furniture","Furnishings",6.464
"4774",2018-11-23,4,"2018","Nov","Standard Class","Christopher Martinez","Consumer","Chicago","Illinois","Office Supplies","Labels",11.52
"4775",2018-11-23,4,"2018","Nov","Standard Class","Christopher Martinez","Consumer","Chicago","Illinois","Technology","Phones",222.384
"4776",2018-11-16,5,"2018","Nov","Standard Class","Eileen Kiefer","Home Office","Escondido","California","Office Supplies","Art",23.36
"4777",2017-02-19,4,"2017","Feb","Second Class","Cyma Kinney","Corporate","Long Beach","New York","Office Supplies","Labels",8.67
"4778",2017-02-19,4,"2017","Feb","Second Class","Cyma Kinney","Corporate","Long Beach","New York","Office Supplies","Supplies",25.71
"4779",2018-11-07,4,"2018","Nov","Standard Class","Pete Kriz","Consumer","Newark","Delaware","Office Supplies","Appliances",100.94
"4780",2015-07-08,2,"2015","Jul","First Class","Michelle Huthwaite","Consumer","Buffalo","New York","Furniture","Chairs",63.882
"4781",2015-11-07,5,"2015","Nov","Standard Class","Steven Cartwright","Consumer","Houston","Texas","Furniture","Chairs",683.144
"4782",2015-11-07,5,"2015","Nov","Standard Class","Steven Cartwright","Consumer","Houston","Texas","Office Supplies","Binders",1.476
"4783",2015-11-07,5,"2015","Nov","Standard Class","Steven Cartwright","Consumer","Houston","Texas","Office Supplies","Supplies",40.712
"4784",2018-01-28,4,"2018","Feb","Standard Class","Giulietta Baptist","Consumer","Wichita","Kansas","Office Supplies","Paper",279.9
"4785",2016-12-11,5,"2016","Dec","Standard Class","Irene Maddox","Consumer","Colorado Springs","Colorado","Office Supplies","Art",13.12
"4786",2016-12-11,5,"2016","Dec","Standard Class","Irene Maddox","Consumer","Colorado Springs","Colorado","Furniture","Bookcases",69.576
"4787",2016-12-11,5,"2016","Dec","Standard Class","Irene Maddox","Consumer","Colorado Springs","Colorado","Office Supplies","Art",4.224
"4788",2016-12-11,5,"2016","Dec","Standard Class","Irene Maddox","Consumer","Colorado Springs","Colorado","Technology","Accessories",58.08
"4789",2016-12-11,5,"2016","Dec","Standard Class","Irene Maddox","Consumer","Colorado Springs","Colorado","Furniture","Furnishings",52.416
"4790",2016-12-11,5,"2016","Dec","Standard Class","Irene Maddox","Consumer","Colorado Springs","Colorado","Furniture","Furnishings",54.92
"4791",2016-12-11,5,"2016","Dec","Standard Class","Irene Maddox","Consumer","Colorado Springs","Colorado","Furniture","Tables",364.95
"4792",2016-12-11,5,"2016","Dec","Standard Class","Irene Maddox","Consumer","Colorado Springs","Colorado","Office Supplies","Paper",85.056
"4793",2016-12-11,5,"2016","Dec","Standard Class","Irene Maddox","Consumer","Colorado Springs","Colorado","Office Supplies","Paper",27.696
"4794",2016-06-29,5,"2016","Jul","Standard Class","Michelle Moray","Consumer","New York City","New York","Office Supplies","Paper",24.96
"4795",2016-03-16,7,"2016","Mar","Standard Class","Monica Federle","Corporate","Los Angeles","California","Furniture","Furnishings",43.13
"4796",2016-08-13,4,"2016","Aug","Standard Class","Clytie Kelty","Consumer","Marietta","Georgia","Office Supplies","Binders",5.64
"4797",2017-05-14,5,"2017","May","Standard Class","Michael Kennedy","Corporate","Jacksonville","Florida","Office Supplies","Binders",57.582
"4798",2017-05-14,5,"2017","May","Standard Class","Michael Kennedy","Corporate","Jacksonville","Florida","Office Supplies","Paper",31.104
"4799",2017-05-14,5,"2017","May","Standard Class","Michael Kennedy","Corporate","Jacksonville","Florida","Furniture","Furnishings",30.192
"4800",2017-05-14,5,"2017","May","Standard Class","Michael Kennedy","Corporate","Jacksonville","Florida","Technology","Phones",43.6
"4801",2017-05-14,5,"2017","May","Standard Class","Michael Kennedy","Corporate","Jacksonville","Florida","Office Supplies","Art",4.768
"4802",2017-05-14,5,"2017","May","Standard Class","Michael Kennedy","Corporate","Jacksonville","Florida","Office Supplies","Binders",10.38
"4803",2017-05-14,5,"2017","May","Standard Class","Michael Kennedy","Corporate","Jacksonville","Florida","Office Supplies","Binders",13.392
"4804",2018-07-13,4,"2018","Jul","Second Class","Mark Hamilton","Consumer","Philadelphia","Pennsylvania","Technology","Phones",39.594
"4805",2018-07-13,4,"2018","Jul","Second Class","Mark Hamilton","Consumer","Philadelphia","Pennsylvania","Furniture","Furnishings",91.008
"4806",2016-11-22,3,"2016","Nov","Second Class","Nathan Gelder","Consumer","Los Angeles","California","Office Supplies","Paper",37.94
"4807",2016-11-22,3,"2016","Nov","Second Class","Nathan Gelder","Consumer","Los Angeles","California","Office Supplies","Paper",42.8
"4808",2016-11-22,3,"2016","Nov","Second Class","Nathan Gelder","Consumer","Los Angeles","California","Office Supplies","Storage",33.63
"4809",2015-11-23,5,"2015","Nov","Standard Class","Phillip Breyer","Corporate","Philadelphia","Pennsylvania","Office Supplies","Envelopes",62.808
"4810",2016-12-27,3,"2016","Dec","First Class","Richard Eichhorn","Consumer","Eau Claire","Wisconsin","Office Supplies","Paper",195.64
"4811",2016-12-27,3,"2016","Dec","First Class","Richard Eichhorn","Consumer","Eau Claire","Wisconsin","Technology","Phones",239.9
"4812",2017-11-14,5,"2017","Nov","Second Class","Eugene Barchas","Consumer","Philadelphia","Pennsylvania","Furniture","Chairs",380.058
"4813",2017-11-14,5,"2017","Nov","Second Class","Eugene Barchas","Consumer","Philadelphia","Pennsylvania","Technology","Copiers",1199.976
"4814",2017-11-14,5,"2017","Nov","Second Class","Eugene Barchas","Consumer","Philadelphia","Pennsylvania","Furniture","Furnishings",48.576
"4815",2017-05-08,2,"2017","May","First Class","Trudy Brown","Consumer","Los Angeles","California","Office Supplies","Paper",17.94
"4816",2015-12-26,5,"2015","Dec","Standard Class","Maureen Gnade","Consumer","Philadelphia","Pennsylvania","Office Supplies","Paper",18.264
"4817",2015-12-26,5,"2015","Dec","Standard Class","Maureen Gnade","Consumer","Philadelphia","Pennsylvania","Office Supplies","Appliances",34.656
"4818",2015-12-26,5,"2015","Dec","Standard Class","Maureen Gnade","Consumer","Philadelphia","Pennsylvania","Office Supplies","Appliances",81.552
"4819",2015-12-26,5,"2015","Dec","Standard Class","Maureen Gnade","Consumer","Philadelphia","Pennsylvania","Office Supplies","Storage",227.136
"4820",2018-06-08,6,"2018","Jun","Standard Class","Liz Willingham","Consumer","Norwich","Connecticut","Office Supplies","Binders",10.36
"4821",2016-04-07,4,"2016","Apr","Standard Class","Peter Fuller","Consumer","San Antonio","Texas","Office Supplies","Appliances",463.248
"4822",2016-04-07,4,"2016","Apr","Standard Class","Peter Fuller","Consumer","San Antonio","Texas","Technology","Accessories",383.952
"4823",2017-07-10,1,"2017","Jul","Same Day","Nick Zandusky","Home Office","Yuma","Arizona","Office Supplies","Binders",44.856
"4824",2017-11-21,5,"2017","Nov","Standard Class","Chloris Kastensmidt","Consumer","Columbus","Ohio","Technology","Machines",30.345
"4825",2017-11-21,5,"2017","Nov","Standard Class","Chloris Kastensmidt","Consumer","Columbus","Ohio","Furniture","Chairs",127.554
"4826",2017-11-21,5,"2017","Nov","Standard Class","Chloris Kastensmidt","Consumer","Columbus","Ohio","Furniture","Furnishings",77.952
