"","Order.Date","Ship.Date","date.var","Year","Month","Ship.Mode","Customer.Name","Segment","Country","City","State","Postal.Code","Region","Product.ID","Category","Sub.Category","Product.Name","Sales"
"3852",2016-09-21,2016-09-21,0,"2016","Sep","Same Day","Duane Huffman","Home Office","United States","Quincy","Massachusetts",2169,"East","FUR-FU-10004006","Furniture","Furnishings","Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",85.3
"3853",2018-11-26,2018-11-29,3,"2018","Nov","First Class","Guy Thornton","Consumer","United States","Rockford","Illinois",61107,"Central","OFF-BI-10001524","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern",33.568
"3854",2018-06-06,2018-06-10,4,"2018","Jun","Standard Class","Gary Hansen","Home Office","United States","San Francisco","California",94122,"West","FUR-FU-10004164","Furniture","Furnishings","Eldon 300 Class Desk Accessories, Black",4.95
"3855",2018-06-06,2018-06-10,4,"2018","Jun","Standard Class","Gary Hansen","Home Office","United States","San Francisco","California",94122,"West","OFF-ST-10002957","Office Supplies","Storage","Sterilite Show Offs Storage Containers",26.4
"3856",2018-10-23,2018-10-28,5,"2018","Oct","Second Class","Darrin Martin","Consumer","United States","San Antonio","Texas",78207,"Central","OFF-BI-10004364","Office Supplies","Binders","Storex Dura Pro Binders",3.564
"3857",2018-10-23,2018-10-28,5,"2018","Oct","Second Class","Darrin Martin","Consumer","United States","San Antonio","Texas",78207,"Central","TEC-PH-10002824","Technology","Phones","Jabra SPEAK 410 Multidevice Speakerphone",823.96
"3858",2018-10-23,2018-10-28,5,"2018","Oct","Second Class","Darrin Martin","Consumer","United States","San Antonio","Texas",78207,"Central","OFF-AR-10000634","Office Supplies","Art","Newell 320",10.272
"3859",2015-12-20,2015-12-20,0,"2015","Dec","Same Day","Toby Carlisle","Consumer","United States","Thornton","Colorado",80229,"West","TEC-AC-10001539","Technology","Accessories","Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology",447.944
"3860",2018-02-17,2018-02-22,5,"2018","Feb","Standard Class","Julie Kriz","Home Office","United States","Chicago","Illinois",60653,"Central","FUR-TA-10001932","Furniture","Tables","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",480.96
"3861",2018-02-17,2018-02-22,5,"2018","Feb","Standard Class","Julie Kriz","Home Office","United States","Chicago","Illinois",60653,"Central","TEC-PH-10002789","Technology","Phones","LG Exalt",124.792
"3862",2015-05-03,2015-05-10,7,"2015","May","Standard Class","Nathan Cano","Consumer","United States","Yonkers","New York",10701,"East","OFF-BI-10004828","Office Supplies","Binders","GBC Poly Designer Binding Covers",40.176
"3863",2015-05-03,2015-05-10,7,"2015","May","Standard Class","Nathan Cano","Consumer","United States","Yonkers","New York",10701,"East","OFF-BI-10003981","Office Supplies","Binders","Avery Durable Plastic 1"" Binders",10.896
"3864",2018-10-17,2018-10-19,2,"2018","Oct","Second Class","Astrea Jones","Consumer","United States","San Diego","California",92037,"West","OFF-AR-10001770","Office Supplies","Art","Economy #2 Pencils",10.64
"3865",2016-11-28,2016-12-03,5,"2016","Dec","Standard Class","Lena Creighton","Consumer","United States","Champaign","Illinois",61821,"Central","FUR-FU-10004904","Furniture","Furnishings","Eldon ""L"" Workstation Diamond Chairmat",151.96
"3866",2015-07-27,2015-07-29,2,"2015","Jul","Second Class","Giulietta Weimer","Consumer","United States","San Francisco","California",94122,"West","TEC-AC-10002842","Technology","Accessories","WD My Passport Ultra 2TB Portable External Hard Drive",238
"3867",2018-04-23,2018-04-25,2,"2018","Apr","Second Class","Sean Christensen","Consumer","United States","Lawrence","Indiana",46226,"Central","TEC-AC-10003590","Technology","Accessories","TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",155.34
"3868",2016-10-23,2016-10-27,4,"2016","Oct","Second Class","Jay Fein","Consumer","United States","San Diego","California",92105,"West","TEC-AC-10000710","Technology","Accessories","Maxell DVD-RAM Discs",148.32
"3869",2016-10-23,2016-10-27,4,"2016","Oct","Second Class","Jay Fein","Consumer","United States","San Diego","California",92105,"West","FUR-CH-10004495","Furniture","Chairs","Global Leather and Oak Executive Chair, Black",240.784
"3870",2016-10-23,2016-10-27,4,"2016","Oct","Second Class","Jay Fein","Consumer","United States","San Diego","California",92105,"West","FUR-CH-10004540","Furniture","Chairs","Global Chrome Stack Chair",191.968
"3871",2016-10-23,2016-10-27,4,"2016","Oct","Second Class","Jay Fein","Consumer","United States","San Diego","California",92105,"West","OFF-PA-10004971","Office Supplies","Paper","Xerox 196",11.56
"3872",2016-10-23,2016-10-27,4,"2016","Oct","Second Class","Jay Fein","Consumer","United States","San Diego","California",92105,"West","OFF-EN-10002600","Office Supplies","Envelopes","Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",11.8
"3873",2016-10-23,2016-10-27,4,"2016","Oct","Second Class","Jay Fein","Consumer","United States","San Diego","California",92105,"West","FUR-CH-10001854","Furniture","Chairs","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",842.352
"3874",2017-09-05,2017-09-07,2,"2017","Sep","Second Class","Darrin Martin","Consumer","United States","Johnson City","Tennessee",37604,"South","OFF-EN-10001099","Office Supplies","Envelopes","Staple envelope",23.472
"3875",2017-09-05,2017-09-07,2,"2017","Sep","Second Class","Darrin Martin","Consumer","United States","Johnson City","Tennessee",37604,"South","OFF-BI-10001597","Office Supplies","Binders","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86.058
"3876",2017-09-05,2017-09-07,2,"2017","Sep","Second Class","Darrin Martin","Consumer","United States","Johnson City","Tennessee",37604,"South","TEC-PH-10002660","Technology","Phones","Nortel Networks T7316 E Nt8 B27",108.784
"3877",2017-09-05,2017-09-07,2,"2017","Sep","Second Class","Darrin Martin","Consumer","United States","Johnson City","Tennessee",37604,"South","OFF-PA-10000327","Office Supplies","Paper","Xerox 1971",10.272
"3878",2017-10-28,2017-11-02,5,"2017","Nov","Standard Class","Emily Phan","Consumer","United States","Tampa","Florida",33614,"South","OFF-BI-10001191","Office Supplies","Binders","Canvas Sectional Post Binders",38.19
"3879",2015-04-05,2015-04-07,2,"2015","Apr","First Class","John Grady","Corporate","United States","Decatur","Illinois",62521,"Central","OFF-ST-10003455","Office Supplies","Storage","Tenex File Box, Personal Filing Tote with Lid, Black",49.632
"3880",2015-04-05,2015-04-07,2,"2015","Apr","First Class","John Grady","Corporate","United States","Decatur","Illinois",62521,"Central","OFF-ST-10001031","Office Supplies","Storage","Adjustable Personal File Tote",52.096
"3881",2016-06-15,2016-06-20,5,"2016","Jun","Standard Class","Peter Fuller","Consumer","United States","Gilbert","Arizona",85234,"West","OFF-PA-10002245","Office Supplies","Paper","Xerox 1895",9.568
"3882",2016-06-15,2016-06-20,5,"2016","Jun","Standard Class","Peter Fuller","Consumer","United States","Gilbert","Arizona",85234,"West","OFF-ST-10004804","Office Supplies","Storage","Belkin 19"" Vented Equipment Shelf, Black",82.368
"3883",2016-06-15,2016-06-20,5,"2016","Jun","Standard Class","Peter Fuller","Consumer","United States","Gilbert","Arizona",85234,"West","FUR-FU-10004904","Furniture","Furnishings","Eldon ""L"" Workstation Diamond Chairmat",364.704
"3884",2016-06-15,2016-06-20,5,"2016","Jun","Standard Class","Peter Fuller","Consumer","United States","Gilbert","Arizona",85234,"West","FUR-FU-10002396","Furniture","Furnishings","DAX Copper Panel Document Frame, 5 x 7 Size",40.256
"3885",2015-07-05,2015-07-12,7,"2015","Jul","Standard Class","David Wiener","Corporate","United States","Knoxville","Tennessee",37918,"South","OFF-AR-10002833","Office Supplies","Art","Newell 322",4.368
"3886",2018-01-29,2018-02-02,4,"2018","Feb","Standard Class","Clytie Kelty","Consumer","United States","Chicago","Illinois",60653,"Central","OFF-BI-10001072","Office Supplies","Binders","GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.128
"3887",2017-03-03,2017-03-08,5,"2017","Mar","Second Class","Craig Carreira","Consumer","United States","Bloomington","Indiana",47401,"Central","TEC-PH-10003171","Technology","Phones","Plantronics Encore H101 Dual Earpieces Headset",134.85
"3888",2015-06-02,2015-06-06,4,"2015","Jun","Standard Class","Stewart Visinsky","Consumer","United States","Roswell","Georgia",30076,"South","OFF-AR-10004511","Office Supplies","Art","Sanford Colorific Scented Colored Pencils, 12/Pack",8.56
"3889",2015-06-02,2015-06-06,4,"2015","Jun","Standard Class","Stewart Visinsky","Consumer","United States","Roswell","Georgia",30076,"South","TEC-PH-10001425","Technology","Phones","Mophie Juice Pack Helium for iPhone",239.97
"3890",2015-06-02,2015-06-06,4,"2015","Jun","Standard Class","Stewart Visinsky","Consumer","United States","Roswell","Georgia",30076,"South","OFF-ST-10001490","Office Supplies","Storage","Hot File 7-Pocket, Floor Stand",356.94
"3891",2017-11-24,2017-11-30,6,"2017","Nov","Standard Class","Sung Pak","Corporate","United States","Los Angeles","California",90036,"West","TEC-AC-10003033","Technology","Accessories","Plantronics CS510 - Over-the-Head monaural Wireless Headset System",659.9
"3892",2017-11-24,2017-11-30,6,"2017","Nov","Standard Class","Sung Pak","Corporate","United States","Los Angeles","California",90036,"West","FUR-CH-10001394","Furniture","Chairs","Global Leather Executive Chair",1684.752
"3893",2017-11-24,2017-11-30,6,"2017","Nov","Standard Class","Sung Pak","Corporate","United States","Los Angeles","California",90036,"West","TEC-AC-10000420","Technology","Accessories","Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning",559.92
"3894",2017-11-10,2017-11-14,4,"2017","Nov","Standard Class","Maxwell Schwartz","Consumer","United States","Houston","Texas",77036,"Central","TEC-AC-10004901","Technology","Accessories","Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver",279.944
"3895",2015-11-22,2015-11-28,6,"2015","Nov","Standard Class","Tony Chapman","Home Office","United States","Bolingbrook","Illinois",60440,"Central","OFF-BI-10002571","Office Supplies","Binders","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",9.98
"3896",2018-05-01,2018-05-05,4,"2018","May","Standard Class","Sanjit Jacobs","Home Office","United States","Texarkana","Arkansas",71854,"South","TEC-AC-10002331","Technology","Accessories","Maxell 74 Minute CDR, 10/Pack",48.9
"3897",2018-12-07,2018-12-12,5,"2018","Dec","Standard Class","David Smith","Corporate","United States","San Antonio","Texas",78207,"Central","OFF-FA-10000611","Office Supplies","Fasteners","Binder Clips by OIC",3.552
"3898",2018-12-07,2018-12-12,5,"2018","Dec","Standard Class","David Smith","Corporate","United States","San Antonio","Texas",78207,"Central","OFF-PA-10000304","Office Supplies","Paper","Xerox 1995",15.552
"3899",2018-11-30,2018-12-04,4,"2018","Dec","Standard Class","Stuart Calhoun","Consumer","United States","Edinburg","Texas",78539,"Central","OFF-FA-10000611","Office Supplies","Fasteners","Binder Clips by OIC",2.368
"3900",2018-12-07,2018-12-09,2,"2018","Dec","First Class","Shahid Hopkins","Consumer","United States","Toledo","Ohio",43615,"East","TEC-AC-10002567","Technology","Accessories","Logitech G602 Wireless Gaming Mouse",127.984
"3901",2016-01-03,2016-01-08,5,"2016","Jan","Standard Class","Sylvia Foulston","Corporate","United States","Baytown","Texas",77520,"Central","OFF-PA-10001937","Office Supplies","Paper","Xerox 21",10.368
"3902",2016-11-14,2016-11-20,6,"2016","Nov","Standard Class","Maureen Gastineau","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","TEC-AC-10001090","Technology","Accessories","Micro Innovations Wireless Classic Keyboard with Mouse",47.984
"3903",2016-10-02,2016-10-07,5,"2016","Oct","Second Class","Christopher Schild","Home Office","United States","Los Angeles","California",90045,"West","OFF-ST-10000943","Office Supplies","Storage","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",270.34
"3904",2016-04-05,2016-04-10,5,"2016","Apr","Standard Class","Valerie Takahito","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","OFF-AP-10004036","Office Supplies","Appliances","Bionaire 99.97% HEPA Air Cleaner",98.112
"3905",2016-04-05,2016-04-10,5,"2016","Apr","Standard Class","Valerie Takahito","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","OFF-ST-10003816","Office Supplies","Storage","Fellowes High-Stak Drawer Files",563.808
"3906",2016-04-05,2016-04-10,5,"2016","Apr","Standard Class","Valerie Takahito","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","OFF-BI-10002072","Office Supplies","Binders","Cardinal Slant-D Ring Binders",10.428
"3907",2016-04-05,2016-04-10,5,"2016","Apr","Standard Class","Valerie Takahito","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","FUR-FU-10001468","Furniture","Furnishings","Tenex Antistatic Computer Chair Mats",547.136
"3908",2016-04-05,2016-04-10,5,"2016","Apr","Standard Class","Valerie Takahito","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","TEC-PH-10000347","Technology","Phones","Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple",14.85
"3909",2016-04-05,2016-04-10,5,"2016","Apr","Standard Class","Valerie Takahito","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","TEC-PH-10002844","Technology","Phones","Speck Products Candyshell Flip Case",41.988
"3910",2016-04-05,2016-04-10,5,"2016","Apr","Standard Class","Valerie Takahito","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","FUR-FU-10001037","Furniture","Furnishings","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.584
"3911",2016-04-05,2016-04-10,5,"2016","Apr","Standard Class","Valerie Takahito","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","FUR-BO-10004218","Furniture","Bookcases","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45
"3912",2018-06-05,2018-06-06,1,"2018","Jun","First Class","Adrian Barton","Consumer","United States","Pearland","Texas",77581,"Central","TEC-PH-10001619","Technology","Phones","LG G3",470.376
"3913",2018-09-18,2018-09-25,7,"2018","Sep","Standard Class","Muhammed MacIntyre","Corporate","United States","New York City","New York",10035,"East","OFF-PA-10001639","Office Supplies","Paper","Xerox 203",19.44
"3914",2018-09-18,2018-09-25,7,"2018","Sep","Standard Class","Muhammed MacIntyre","Corporate","United States","New York City","New York",10035,"East","FUR-FU-10002268","Furniture","Furnishings","Ultra Door Push Plate",9.82
"3915",2018-07-18,2018-07-23,5,"2018","Jul","Standard Class","Maris LaWare","Consumer","United States","Phoenix","Arizona",85023,"West","FUR-TA-10001932","Furniture","Tables","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.6
"3916",2018-07-18,2018-07-23,5,"2018","Jul","Standard Class","Maris LaWare","Consumer","United States","Phoenix","Arizona",85023,"West","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",161.568
"3917",2018-07-18,2018-07-23,5,"2018","Jul","Standard Class","Maris LaWare","Consumer","United States","Phoenix","Arizona",85023,"West","OFF-PA-10000246","Office Supplies","Paper","Riverleaf Stik-Withit Designer Note Cubes",16.096
"3918",2018-07-18,2018-07-23,5,"2018","Jul","Standard Class","Maris LaWare","Consumer","United States","Phoenix","Arizona",85023,"West","OFF-BI-10003350","Office Supplies","Binders","Acco Expandable Hanging Binders",7.656
"3919",2018-07-18,2018-07-23,5,"2018","Jul","Standard Class","Maris LaWare","Consumer","United States","Phoenix","Arizona",85023,"West","FUR-CH-10000513","Furniture","Chairs","High-Back Leather Manager's Chair",311.976
"3920",2016-12-01,2016-12-07,6,"2016","Dec","Standard Class","Keith Dawkins","Corporate","United States","Chesapeake","Virginia",23320,"South","OFF-ST-10001321","Office Supplies","Storage","Decoflex Hanging Personal Folder File, Blue",61.68
"3921",2016-12-01,2016-12-07,6,"2016","Dec","Standard Class","Keith Dawkins","Corporate","United States","Chesapeake","Virginia",23320,"South","OFF-BI-10004233","Office Supplies","Binders","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",63.96
"3922",2017-06-28,2017-07-02,4,"2017","Jul","Second Class","Roland Fjeld","Consumer","United States","Chicago","Illinois",60610,"Central","TEC-PH-10001299","Technology","Phones","Polycom CX300 Desktop Phone USB VoIP phone",359.976
"3923",2018-08-28,2018-09-01,4,"2018","Sep","Standard Class","Sean Christensen","Consumer","United States","Chicago","Illinois",60623,"Central","OFF-PA-10002479","Office Supplies","Paper","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",25.344
"3924",2018-08-28,2018-09-01,4,"2018","Sep","Standard Class","Sean Christensen","Consumer","United States","Chicago","Illinois",60623,"Central","OFF-PA-10001461","Office Supplies","Paper","HP Office Paper (20Lb. and 87 Bright)",26.72
"3925",2015-09-17,2015-09-21,4,"2015","Sep","Standard Class","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10004963","Office Supplies","Storage","Eldon Gobal File Keepers",30.28
"3926",2015-09-17,2015-09-21,4,"2015","Sep","Standard Class","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10000943","Office Supplies","Storage","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",57.93
"3927",2015-09-17,2015-09-21,4,"2015","Sep","Standard Class","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","FUR-FU-10004671","Furniture","Furnishings","Executive Impressions 12"" Wall Clock",35.34
"3928",2015-09-17,2015-09-21,4,"2015","Sep","Standard Class","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",137.24
"3929",2017-03-14,2017-03-17,3,"2017","Mar","First Class","John Stevenson","Consumer","United States","Harlingen","Texas",78550,"Central","FUR-BO-10004409","Furniture","Bookcases","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.332
"3930",2017-03-14,2017-03-17,3,"2017","Mar","First Class","John Stevenson","Consumer","United States","Harlingen","Texas",78550,"Central","OFF-PA-10001934","Office Supplies","Paper","Xerox 1993",5.184
"3931",2017-03-14,2017-03-17,3,"2017","Mar","First Class","John Stevenson","Consumer","United States","Harlingen","Texas",78550,"Central","OFF-AR-10001044","Office Supplies","Art","BOSTON Ranger #55 Pencil Sharpener, Black",145.544
"3932",2017-08-26,2017-09-02,7,"2017","Sep","Standard Class","Vivek Grady","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","OFF-AR-10004165","Office Supplies","Art","Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472
"3933",2017-08-26,2017-09-02,7,"2017","Sep","Standard Class","Vivek Grady","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","TEC-AC-10001109","Technology","Accessories","Logitech Trackman Marble Mouse",47.984
"3934",2018-09-02,2018-09-08,6,"2018","Sep","Standard Class","Anthony Witt","Consumer","United States","Bakersfield","California",93309,"West","OFF-AR-10001919","Office Supplies","Art","OIC #2 Pencils, Medium Soft",9.4
"3935",2018-09-02,2018-09-08,6,"2018","Sep","Standard Class","Anthony Witt","Consumer","United States","Bakersfield","California",93309,"West","OFF-LA-10004544","Office Supplies","Labels","Avery 505",74
"3936",2018-09-02,2018-09-08,6,"2018","Sep","Standard Class","Anthony Witt","Consumer","United States","Bakersfield","California",93309,"West","TEC-PH-10003484","Technology","Phones","Ooma Telo VoIP Home Phone System",201.584
"3937",2016-06-16,2016-06-20,4,"2016","Jun","Standard Class","Lycoris Saunders","Consumer","United States","Grand Prairie","Texas",75051,"Central","OFF-EN-10001028","Office Supplies","Envelopes","Staple envelope",28.752
"3938",2016-06-16,2016-06-20,4,"2016","Jun","Standard Class","Lycoris Saunders","Consumer","United States","Grand Prairie","Texas",75051,"Central","OFF-PA-10004156","Office Supplies","Paper","Xerox 188",27.216
"3939",2016-06-16,2016-06-20,4,"2016","Jun","Standard Class","Lycoris Saunders","Consumer","United States","Grand Prairie","Texas",75051,"Central","FUR-CH-10001708","Furniture","Chairs","Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back",197.372
"3940",2017-12-10,2017-12-10,0,"2017","Dec","Same Day","Mark Hamilton","Consumer","United States","Greenwood","Indiana",46142,"Central","FUR-CH-10003379","Furniture","Chairs","Global Commerce Series High-Back Swivel/Tilt Chairs",1424.9
"3941",2018-05-18,2018-05-23,5,"2018","May","Standard Class","Toby Swindell","Consumer","United States","New York City","New York",10024,"East","FUR-FU-10002456","Furniture","Furnishings","Master Caster Door Stop, Large Neon Orange",14.56
"3942",2018-05-18,2018-05-23,5,"2018","May","Standard Class","Toby Swindell","Consumer","United States","New York City","New York",10024,"East","OFF-BI-10000605","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048
"3943",2018-05-27,2018-05-29,2,"2018","May","Second Class","Eric Hoffmann","Consumer","United States","Memphis","Tennessee",38109,"South","OFF-PA-10001166","Office Supplies","Paper","Xerox 2",25.92
"3944",2017-06-23,2017-06-30,7,"2017","Jun","Standard Class","Maureen Gnade","Consumer","United States","Buffalo","New York",14215,"East","OFF-SU-10000157","Office Supplies","Supplies","Compact Automatic Electric Letter Opener",835.17
"3945",2017-05-16,2017-05-21,5,"2017","May","Second Class","Denny Ordway","Consumer","United States","Los Angeles","California",90036,"West","OFF-PA-10004971","Office Supplies","Paper","Xerox 196",17.34
"3946",2018-11-18,2018-11-23,5,"2018","Nov","Standard Class","Art Ferguson","Consumer","United States","Homestead","Florida",33030,"South","OFF-PA-10001977","Office Supplies","Paper","Xerox 194",44.384
"3947",2018-11-18,2018-11-23,5,"2018","Nov","Standard Class","Art Ferguson","Consumer","United States","Homestead","Florida",33030,"South","OFF-SU-10001225","Office Supplies","Supplies","Staple remover",2.944
"3948",2017-11-18,2017-11-22,4,"2017","Nov","Standard Class","Steve Nguyen","Home Office","United States","Pasadena","Texas",77506,"Central","OFF-AR-10003514","Office Supplies","Art","4009 Highlighters by Sanford",6.368
"3949",2017-11-18,2017-11-22,4,"2017","Nov","Standard Class","Steve Nguyen","Home Office","United States","Pasadena","Texas",77506,"Central","OFF-LA-10003510","Office Supplies","Labels","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.848
"3950",2017-11-18,2017-11-22,4,"2017","Nov","Standard Class","Steve Nguyen","Home Office","United States","Pasadena","Texas",77506,"Central","OFF-PA-10001970","Office Supplies","Paper","Xerox 1881",19.648
"3951",2017-11-18,2017-11-22,4,"2017","Nov","Standard Class","Steve Nguyen","Home Office","United States","Pasadena","Texas",77506,"Central","FUR-CH-10003817","Furniture","Chairs","Global Value Steno Chair, Gray",255.108
"3952",2015-11-28,2015-11-30,2,"2015","Nov","Second Class","Mary O'Rourke","Consumer","United States","Freeport","New York",11520,"East","OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248
"3953",2017-03-01,2017-03-08,7,"2017","Mar","Standard Class","Odella Nelson","Corporate","United States","Denver","Colorado",80219,"West","TEC-PH-10003535","Technology","Phones","RCA ViSYS 25423RE1 Corded phone",159.984
"3954",2018-01-15,2018-01-19,4,"2018","Jan","Standard Class","Sanjit Chand","Consumer","United States","Quincy","Massachusetts",2169,"East","OFF-PA-10004675","Office Supplies","Paper","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7
"3955",2015-04-04,2015-04-09,5,"2015","Apr","Standard Class","Maurice Satty","Consumer","United States","Detroit","Michigan",48205,"Central","FUR-FU-10004020","Furniture","Furnishings","Advantus Panel Wall Acrylic Frame",5.47
"3956",2015-04-04,2015-04-09,5,"2015","Apr","Standard Class","Maurice Satty","Consumer","United States","Detroit","Michigan",48205,"Central","OFF-AR-10001955","Office Supplies","Art","Newell 319",79.36
"3957",2017-06-26,2017-07-03,7,"2017","Jul","Standard Class","Duane Noonan","Consumer","United States","San Francisco","California",94109,"West","FUR-FU-10002364","Furniture","Furnishings","Eldon Expressions Wood Desk Accessories, Oak",22.14
"3958",2017-05-29,2017-06-02,4,"2017","Jun","Standard Class","Raymond Buch","Consumer","United States","Nashville","Tennessee",37211,"South","OFF-BI-10002414","Office Supplies","Binders","GBC ProClick Spines for 32-Hole Punch",11.277
"3959",2017-05-29,2017-06-02,4,"2017","Jun","Standard Class","Raymond Buch","Consumer","United States","Nashville","Tennessee",37211,"South","OFF-AR-10003732","Office Supplies","Art","Newell 333",4.448
"3960",2017-05-29,2017-06-02,4,"2017","Jun","Standard Class","Raymond Buch","Consumer","United States","Nashville","Tennessee",37211,"South","FUR-FU-10001085","Furniture","Furnishings","3M Polarizing Light Filter Sleeves",44.76
"3961",2016-10-19,2016-10-24,5,"2016","Oct","Standard Class","Nicole Hansen","Corporate","United States","Detroit","Michigan",48227,"Central","OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings",38.28
"3962",2016-10-19,2016-10-24,5,"2016","Oct","Standard Class","Nicole Hansen","Corporate","United States","Detroit","Michigan",48227,"Central","TEC-PH-10002564","Technology","Phones","OtterBox Defender Series Case - Samsung Galaxy S4",149.95
"3963",2018-02-19,2018-02-20,1,"2018","Feb","First Class","Emily Ducich","Home Office","United States","Los Angeles","California",90045,"West","OFF-AR-10000634","Office Supplies","Art","Newell 320",12.84
"3964",2018-02-19,2018-02-20,1,"2018","Feb","First Class","Emily Ducich","Home Office","United States","Los Angeles","California",90045,"West","FUR-FU-10004018","Furniture","Furnishings","Tensor Computer Mounted Lamp",44.67
"3965",2017-09-22,2017-09-28,6,"2017","Sep","Standard Class","Pierre Wener","Consumer","United States","Philadelphia","Pennsylvania",19140,"East","OFF-AR-10003481","Office Supplies","Art","Newell 348",7.872
"3966",2015-11-12,2015-11-17,5,"2015","Nov","Second Class","Denise Monton","Corporate","United States","Asheville","North Carolina",28806,"South","OFF-AR-10003651","Office Supplies","Art","Newell 350",7.872
"3967",2017-04-01,2017-04-06,5,"2017","Apr","Standard Class","Don Weiss","Consumer","United States","New York City","New York",10024,"East","OFF-AR-10002956","Office Supplies","Art","Boston 16801 Nautilus Battery Pencil Sharpener",88.04
"3968",2017-05-20,2017-05-23,3,"2017","May","First Class","Eugene Hildebrand","Home Office","United States","Colorado Springs","Colorado",80906,"West","OFF-BI-10003638","Office Supplies","Binders","GBC Durable Plastic Covers",40.635
"3969",2016-06-01,2016-06-05,4,"2016","Jun","Standard Class","Katrina Edelman","Corporate","United States","San Antonio","Texas",78207,"Central","OFF-BI-10001890","Office Supplies","Binders","Avery Poly Binder Pockets",5.728
"3970",2016-06-01,2016-06-05,4,"2016","Jun","Standard Class","Katrina Edelman","Corporate","United States","San Antonio","Texas",78207,"Central","OFF-PA-10002606","Office Supplies","Paper","Xerox 1928",42.24
"3971",2015-11-22,2015-11-26,4,"2015","Nov","Standard Class","Susan Pistek","Consumer","United States","Los Angeles","California",90036,"West","OFF-PA-10002245","Office Supplies","Paper","Xerox 1895",53.82
"3972",2016-02-22,2016-02-24,2,"2016","Feb","Second Class","Penelope Sewall","Home Office","United States","Sterling Heights","Michigan",48310,"Central","OFF-AR-10001615","Office Supplies","Art","Newell 34",79.36
"3973",2017-03-29,2017-04-02,4,"2017","Apr","Standard Class","Janet Martin","Consumer","United States","New York City","New York",10009,"East","OFF-PA-10000466","Office Supplies","Paper","Memo Book, 100 Message Capacity, 5 3/8” x 11”",13.48
"3974",2017-03-29,2017-04-02,4,"2017","Apr","Standard Class","Janet Martin","Consumer","United States","New York City","New York",10009,"East","OFF-BI-10003708","Office Supplies","Binders","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8
"3975",2017-03-29,2017-04-02,4,"2017","Apr","Standard Class","Janet Martin","Consumer","United States","New York City","New York",10009,"East","FUR-FU-10004848","Furniture","Furnishings","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414
